marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,13087526,R3O8GB9S9AT0F,B00PFLF06I,671441576,Sankuwen® USB Car Cigarette Lighter Socket Splitter 12v Power Adapter Charger,Wireless,5,0,0,N,Y,Five Stars,I LIKE THEM !!!,2015-08-31
US,6296930,R1FZBDYHCZHBGR,B00ZCK6TNA,676914883,Raynic Orchid I Wireless Phone Charger for Samsung Galaxy S7 Galaxy S7 edge  Galaxy Note 5  S6 Edge+/S6/S6 Edge  Nexus 4/5/6 Nokia Lumia 950xl and Lumia 950 and All Qi-Enabled Devices,Wireless,5,0,0,N,Y,Five Stars,Thank you for your dealings and goods Good,2015-08-31
US,4878933,R3LH2AO0HU8DU5,B00Q0D43LI,669341751,Note 4 Case  Galaxy Note 4 Case  Hinpia [Seaplays] Shockproof Hybrid Rugged Samsung Galaxy Note 4 Case Rubber Three Layer Holster Cover Case for Samsung Galaxy Note 4 with Built-in Rotating Stand and Belt Swivel Clip (Black),Wireless,1,0,0,N,Y,One Star,I did not like it  it barely fit felt cheesy and it broke on me the next day,2015-08-31
US,49592232,R2EULW0Y41X5T8,B000NPNGPI,275682830,Black Neoprene Body Glove Scuba Style Carry Case + Belt Clip + Car Auto Charger For Motorola Razr V3 V3c V3m Moto T-Mobile Verizon Cellular Phone Sold By TopDeals888,Wireless,4,0,0,N,Y,Great Experience!,My order came in promptly  and very happy with the purchase.,2015-08-31
US,533148,R3Q4JAPXWCCJU7,B00W661MOO,360205932,Car Mount  Alpatronix MX101 Universal Charging Dock Station with 2 USB Charger Ports  Cigarette Power Outlet  360° Rotating Gooseneck Holder for iPhones  Samsung Galaxy & Other Smartphones - Black,Wireless,5,0,0,N,Y,Great Product! It holds my phone in place and ...,Great Product!<br />It holds my phone in place and it does not slip off or anything.<br />Definitely recommend.,2015-08-31
US,7879572,R3TW6HQAQUMZNE,B00H3T48A4,347601962,Lifeproof iPhone 5s - Nuud Series - Black/Smoke,Wireless,5,0,0,N,Y,Five Stars,great one i like it,2015-08-31
US,50926715,R3IQ7ISJP16BEN,B00R7BK84S,334614203,SwitchEasy NUMBERS TPU Carring Case for iPhone 6 Plus,Wireless,5,2,2,N,Y,Best Low-Bulk  Port-Covering Case,This is the 3rd time I have purchased the SwitchEasy Numbers case. It provides just enough protection without adding too much bulk to the iPhone 6+.  And it's the only case I know of that covers the power and headphone ports - important for me because I carry my phone in my pocket and the covers keep the lint out.  A little extra work when you want to charge your phone or connect to your car stereo  but totally worth it!,2015-08-31
US,15562645,R2E1GMXW7F3EE9,B00MMOT98G,802401601,Lg Tone Pro Hbs-750 Wireless Bluetooth Stereo Headphones Black Hbs750,Wireless,1,1,2,N,Y,Terrible!,Don't waste your money or time buying them. They are fake and the connection is terrible. They don't stay charged long at all.,2015-08-31
US,6759717,R2XQ3Z6IF9ZTDA,B00GB39IJE,461714682,Otterbox   Defender Series and Holster Case for Samsung Galaxy S 4 - 1 Pack,Wireless,5,0,0,N,Y,perfect,perfect for what I needed,2015-08-31
US,10128239,R1PO3KEHCRAQD2,B00MN2F8MI,553532863,Samsung Galaxy Note 3 Case  Shocksock [Reflective] [Black Blue] Samsung Galaxy Note 3 Armband Sports Gym Bike Cycle Jogging Armband with Adjustable Elastic - Black & Blue  to fit arm of 26cm/10.3 inches and above,Wireless,1,0,0,N,Y,One Star,The backing is made out of a rubber material that rubs when I run,2015-08-31
US,44673860,R18DMFG74BVW60,B00ENOSLBO,136627222,GreatShield Slim Fit Guardian S Series Protective TPU Skin Case for Nokia Lumia 1020 / Nokia EOS,Wireless,5,0,0,N,Y,Five Stars,Just what I needed for my phone!,2015-08-31
US,8052761,R2V4XFJZRCYOSW,B00P04C75M,915229482,ZTE Warp Sync Holster Phone Case with Belt Clip (Neon Green / Black) | CoverON® (Explorer) Hybrid Combo Kickstand Series | Protective Dual Layer Impact Armor Cover for ZTE Warp Sync N9515,Wireless,5,0,0,N,Y,great phone case,Nice and sturdy  not cheap. Fits perfectly,2015-08-31
US,127776,R2KPS2UE23EYIO,B00GQJ8588,1163189,eTECH Collection 5 Pack of Anti-Glare Screen Protectors for Apple iPhone 5/5S/5C AT&T  T-Mobile  Sprint  Verizon,Wireless,5,0,0,N,Y,Five Stars,good product,2015-08-31
US,44197921,R1EJV69RXT1VM6,B00PEPIWNI,210343884,SoundPEATS Bluetooth Headphones Sport Wireless Earbuds In-Ear Stereo Earphones with Mic (Bluetooth 4.1  6 Hours Play-time  CVC 6.0 Noise Cancelling  IPX4 Sweatproof ),Wireless,5,0,0,N,Y,Best headphones I've ever owned,I've purchased many items through Amazon and have never left reviews. This will be my first review in over 5 years because they are so good. I bought them to wear with my phone so I don't have a cord jammed between my fingers.  I compared the prices of other Web sites and went to best buy and these were the cheapest. I was expecting much less than what I received.  Well made with lots of ear fittings.<br />I've used some beats before and these are right up there with the sound quality. Expecially if your watching movies. I use them all the time and am extremely satisfied.,2015-08-31
US,33309331,RRS3JP1BZRBAP,B00KDD0PHC,956490746,Nacodex® 9h Hardness Premium Tempered Glass Screen Protector Real Explosion-proof for Huawei Ascend Mate2 Mate 2 Ii 4g [Ps:the Design Is That the Glass Screen Protector Cover Camera.],Wireless,5,0,0,N,Y,The second was intact and I like it. It replaced the wimpy one that came ...,This is an almost indestructible plastic cover  and almost no bubbles.  My copy created a permanent bubble around the rear-facing camera  I think because of the camera indention.  The OEM protector was cut around that camera.<br /><br />The first one arrived badly smashed - this is a ridged piece  not a thin film  and someone sat something heavy on it in-transit.  The second was intact and I like it.  It replaced the wimpy one that came on the phone  and within weeks had scratches on it.<br /><br />Forget those three-packs of thin film  this is the kind of protector that works.  Wonder if they make one for a Nikon....,2015-08-31
US,18351014,R6IBIPK1NIOCW,B00SZENQDQ,856866409,NOOTPRODUCTS NDT33 Earbuds Mic Stereo  Volume Control and Noise Isolating Headphone  Green,Wireless,1,0,0,N,Y,Poor quality,Earphones only lasted a week before the cord started to fray and the wires become exposed.  Before that they were staticky and lost sound in one ear if I moved the device at all.  Unbelievable.  I guess you get what you pay for.  Waiting for a replacement pair of DECENT earphones now  will never buy these again.,2015-08-31
US,46885911,R1VLIJZI5K07QR,B00SBBI7VE,782787149,Rotibox Sweatproof Bluetooth Headband Headphone Headset Earphone Audio Music Headband Speakerphone/Stereo Speaker & Microphone Hands-free for Gym Exercise Fitness Sports Running,Wireless,3,0,0,N,Y,Comfortable but has a constant buzzing sound,There is always a slight buzzing but they are very comfortable to wear  I got them to listen to before I go to sleep so it isn't a huge deal.,2015-08-31
US,51796305,R3F0HAJEHQUZNO,B00KWR8ME2,663833519,iXCC Stereo cable Male to Male 3.5mm,Wireless,5,0,0,N,Y,Music thru Aux in Toyota,Works perfect in my iPhone playing music thru my Aux in 2010 ToyotaTacoma.,2015-08-31
US,9563251,R92M5NYRYTUA0,B00ZGODKAC,871764079,"iPhone 6 Battery Case  Spigen [Charger Case] iPhone 6 Case Extra BatteryNEW [Charging Case] MFI Apple Certified 3100 mAh External Rechargeable Portable Charger Case for iPhone 6 (4.7"") (2014)",Wireless,5,0,0,N,Y,Five Stars,I love this case. A great way to keep your phone charged as well as protecting it. Definitely recommend!!,2015-08-31
US,127185,RDT4RPB4KF4FB,B00V55XBJG,550382253,Samsung Galaxy Note 3 Snap On 2 Piece Rubber Hard Case Cover Trust Me I'm A Paramedic (Purple),Wireless,1,0,0,N,Y,One Star,It was cheaply made,2015-08-31
US,39053171,R2DPBA0KEA3K5P,B00WDRHR5E,80035319,ExosArmor Carbon Series SoftGrip Silicon Shock-Absorbing Armor Holster Belt Clip Case with Screen Protector for Samsung Galaxy S5,Wireless,1,1,1,N,Y,Don't waste your money. Get an Otter Box.,awful case. the screen protector got dust between it and the adhesive on the protector came loose within 3 weeks. the plastic inner part of the case started cracking and I didn't even drop it yet! I can't return it now that it is broken but i wish i could. Im just going to get an otter box commuter for better quality.,2015-08-31
US,6502231,R26S1KJL72463X,B00W9AF6BM,489776179,Skull Tattoo Partterned Hard Plastic and Aluminum Back Case For Samsung Galaxy S6,Wireless,4,0,0,N,Y,Four Stars,Love this!,2015-08-31
US,52730064,R8JYFIZ6D7CJM,B00O8B7CFS,645277798,Pioneer APPRADIO4/Apple Carplay,Wireless,5,0,0,N,Y,Great radio for the price,Great radio for the price. Awesome when it's paired with an apple device. Has a few small quirks but I can only imagine an upcoming update would take care of it. Tons of settings and user friendly.,2015-08-31
US,35654842,R2EDKH5PDGC220,B00XVB2BEI,574883050,TaoTronics Bluetooth Wireless Earphones Sport Headphones Earbuds Headsets (Bluetooth 4.0  Delicate Sound  Build-in Mic  aptX  CVC 6.0 Noise-Cancelling)-Black,Wireless,1,1,1,N,Y,Nope.,Pro: Size is convenient. Looks cool but not very functional.<br />Cons: Would not stay in my ears  I should not have to struggle just to get it in my ears. It should be as simple as 1 2 3  Go. Not  put it in  possible use a mirror to help with the positioning  hook the ear piece thing and hope it doesn't fall out when you actually start moving. Buttons are tiny  hard to feel when you want to change the volume. Also feels like it is raping my ear canal every time I need to move it ! No thanks  I'll stick with my LG's.,2015-08-31
US,43733869,R1Y9YH2WJ83U3,B00OHZVN5U,563470521,Limefuel Lite Series,Wireless,5,0,0,N,Y,Perfect,Just finished using it while on a trip. Loved being able to keep my tablet operating while in flight.  It also indicates how much power is left.  No guessing game here.  Automatically turns off after using.,2015-08-31
US,2539181,R3A3KIGRT6I3YJ,B00JAY397S,463095651,BESDATA Universal Car Cassette Player Adapter with 3.5mm Male Jack and 2.5mm Plug Adapter for iPod  iPad  iPhone  MP3  Mobil Device  Black,Wireless,1,0,0,N,Y,Dont Buy!,Stopped working after a month,2015-08-31
US,36912285,R1JWSHX0S0BD5H,B00YC3H0N6,286533116,Fincibo (TM) Clash of Cosmo Galaxy Flexible Slim Silicone TPU Skin Gel Soft Protector Cover Case For Motorola Moto X Phone XT1058 1st Gen 2013 + Stylus Pen,Wireless,5,0,0,N,Y,AWSOME,Beautiful cover very sturdy!,2015-08-31
US,31624580,R2SLIUEFX4Q2TS,B00H0CV9TM,103147780,Motorola Buds SF500 Universal Bluetooth Stereo Headset,Wireless,3,0,0,N,Y,... buds work as expected and the battery life is great  however the cords that attach the ear buds ...,These ear buds work as expected and the battery life is great  however the cords that attach the ear buds to the unit are too short even with the o-rings that secure them rolled back as far as they will go.  They are not so short that I cannot use the headseat  but they are short enough that I sometimes notice an annoying tug.,2015-08-31
US,12575817,R16D3861VB83WO,B00WJ8XJYU,242969436,Sound Intone S30 In-Ear Mini Lightweight Earphones Headphones Sports/Running &Gym/Hiking/Jogger/Exercise Earbuds Headphones Headsets with Microphone and Earpiece for Ipod  Android  Cell phones Smartphones Laptop Tablet Devices etc.,Wireless,4,0,0,N,Y,Four Stars,They are ok.,2015-08-31
US,12733109,RHYHCD01B11CV,B00F6PQ558,412695644,ELV Shock-Absorption Bumper Case for iPhone 5C Bundle with Screen Protector  Stylus and Microfiber Digital Cleaner - Mint,Wireless,5,0,0,N,Y,Five Stars,Love the look!,2015-08-31
US,29415498,R1V38XD5XACTXN,B00FJJ38HY,736315868,Nexus 5 Screen Protector  Spigen [AIR CUSHION] [+Screen Shield] Google Nexus 5 Case ULTRA HYBRID Series [1 Premium Japanese Screen Protector Included + 2 Graphics] Scratch Resistant Bumper Case with Clear Back Panel for Nexus 5 - ECO-Friendly Package,Wireless,3,0,0,N,Y,It's a good looking case,It's a good looking case  but the clear window becomes scratched so easily that the case looks old before it's time. The good news is that it works with the charging pads better than my other case.<br /><br />The buttons are smooth on the sides and do not provide any tactile feedback. With gloves on  you cannot tell if you have pressed a button or not. So many times you will turn the screen on and off a couple times in a row. It's a decent case for a decent price.,2015-08-31
US,44443017,R3UI29A4W898JD,B00HCM8DJO,288766549,Powerstation Duo XL with 12000 mAh Capacity and Micro USB Cable by Mophie,Wireless,5,0,0,N,Y,Five Stars,Love it works great,2015-08-31
US,127218,RQVG2D8RNVPP3,B00XAUNQIK,141439136,CNPGD [U.S. Office Extended Warranty] Smartwatch + Unlocked Watch Cell Phone All in 1 Bluetooth Watch for iPhone Android Samsung Galaxy Note Nexus htc Sony,Wireless,5,0,1,N,Y,Five Stars,It was what I expected,2015-08-31
US,714463,RWHDGPYIC6K3G,B00NCJ4CGY,595346029,LifeProof iPhone 6 - Fre Series,Wireless,1,0,0,N,N,This case help if you just drop your phone  ...,This case help if you just drop your phone  it does not protect prom the water at all  but on the box it says that this case can protect your phone under water around 6 feet deep for a 1 hour. This case is just waist of money. And yeah  they doesn't replace my phone  they just send me a new case. Why do I need a new case if my phone is not working?,2015-08-31
US,127389,R9R69PU3QTAHJ,B00NCD955I,293987191,Skullcandy Soundmine Bluetooth Speaker,Wireless,4,0,0,N,Y,Great buy!,Sounds pretty darn good. Could use a little more bass but for $20 it blows away everything else I've listened to,2015-08-31
US,107851,R3MPCDDWB4R5DC,B00NNI8J68,856679751,Xperia Z3 Case  E LV Sony Xperia Z3 Case Cover Flip Folio [Magnetic Closure] Full Body Protection Wallet Case with Stand Feature and Card Slots with 1 E LV Stylus,Wireless,1,0,0,N,Y,horrible,Not for the phone but was able to make it work,2015-08-31
US,585049,RI794I3PWN8U7,B00NSUCBQA,459122906,FINIGO 3-Way Multi Socket Auto Car Cigarette Lighter Splitter with USB Port+ dual USB Car Charger Adapter,Wireless,1,1,1,N,Y,One Star,Horible!,2015-08-31
US,10866798,R3OFWQC9ZX7JYT,B00TP0S6SY,151816643,Aduro - Apple Certified / MFi - USB to Lightning Long FLAT Charge & Sync Cable fits all Apple Devices with Lightning Connector - iPhone 5 / 5S / 5C / 6 / 6 Plus  iPad 4  iPad Mini  iPad Air  New iPod Touch and Nano (6 Feet / 1.8 Meters),Wireless,5,0,0,N,Y,I love this charger!,I love this charger! I've been using it for over a month now and it's still intact and working well. I needed a long cable and this is what I've been looking for.,2015-08-31
US,132136,R2OZ6S2K3IGX6W,B009JXGOHM,857081092,PayAnywhere PAR-1 Mobile Card Reader - Retail Packaging - Black,Wireless,1,1,1,N,Y,Hate It,Wont work for my smartphone. Returned immediately!,2015-08-31
US,19087361,RDTIK911J7DL8,B006OJKUJC,140265329,EPC iPod Touch 4th Gen Digitizer Touch Screen + LCD Display Pre-assembly,Wireless,5,0,0,N,Y,Five Stars,good,2015-08-31
US,29313355,R1RKAHS2B4A22K,B00ULHXIPG,62961764,MagicMobile Case for Samsung Galaxy S4 Hybrid Two Piecs TPU with UV Layer,Wireless,5,0,0,N,Y,Five Stars,Loved my new case..was right color. ..fit nicely on my phone. .arrived on time,2015-08-31
US,6886002,R16I3EDVSCYR3F,B00FC5B54I,794426891,iPhone 5C Case - Funny Vintage Retro Camera Apple iPhone 5C (Cheap IPhone 5) Waterproof TPU Back Cases Covers,Wireless,5,0,0,N,Y,great case very durable,Love this case. It is made well. I've had it on my iPhone 5C for a long time. I have dropped it several times and it is protected and not broken yet.,2015-08-31
US,112342,R13VL62Y2HBQ0B,B010VFZJD6,129632031,iTaste MVP3 PRO - 60 Watt - Electronic Charger (60 Watt PRO Version - Silver),Wireless,5,15,21,N,Y,Excellent battery,I love my Mvp pro 3.0 is a very good battery. There is some this to observe:  1 - I've bought this battery as a kit on Amazon 2 times from other seller and never came with the sub g tank so I bought again from this seller on the option with no tank and retuned the previous items.  2 - it's perfect for most of the tanks but you can read on the manual that will not do coils under 0.4 ohm. So pay attention on that!  3 - it's very easy to use  press the button 3 times to turn it on.  4 - always read the manuals online before to buy it or use it  follow the manual from your coils online to see how much voltage they can handle.  5 - never charge this device on the car or with cheap cables  it's not going to charge cause have protection against bad quality charges.,2015-08-31
US,20320537,RN6AFF0TC6ONI,B00PDSV6K2,414487636,HTC One M8 Case  StarCity ® HTC One M8 (Model 2014) Luxury Leather Back Hard Case Cover with Card Holder Snap on Case,Wireless,2,4,4,N,Y,Not as eye-catching in reality.,Expected the case to be of slightly better quality and the graphics on the phone to be more vivid but when I got it  the case looked very cheap and not to my liking. However  you get what you paid for.,2015-08-31
US,47683733,R1TGGC2VA2S5SH,B001UGMTKC,40788743,Bracketron Grip-iT Vent Mount,Wireless,5,0,0,N,Y,Husband loves it - Has it on his golf cart ...,Husband loves it -  Has it on his golf cart.,2015-08-31
US,34288391,R3ANVKDKC9XRGA,B00USMNYDU,967142974,iPod Classic Case  TechSpec(TM) Butterfly Flower on Blue Hard Rubberized Design Case Cover for Apple iPod Classic,Wireless,3,0,0,N,Y,Three Stars,Cute but cheap.,2015-08-31
US,23235035,R9YO3ICKKK495,B00XT481K0,401086535,Powerful Solar Power Bank - Zebora Two Solar Panels 10000mAh Portable Backup Solar Charger Dual USB Power Bank For iPhone 6  6 Plus  5s  5c  4s  4  iPods  iPads  Samsung Galaxy Note 3  Note 4  Galaxy S5  S4  S3  LG G3  Nexus  HTC One M8  Gopro Camera  GPS and More Other USB-charged Devices,Wireless,5,0,0,N,Y,Great for on the go  small compact,Great for on the go. Its a bit smaller then my S6 works great and charges my phone fast..I have done the charging of two phones at once and did not have to charge them both together.,2015-08-31
US,12338143,R28UDMTXMUZIB7,B00B7E1D7W,642985338,[Apple MFi Certified] Skiva USBLink (3.2 ft / 1m) Lightning to USB Sync and Charge Cable with Slimmest Connector Head (8.5mm x 4.8mm) for iPhone 6 Plus  iPhone 6  iPhone 5s  iPhone 5c  iPhone 5  iPad Air 2  iPad Air  iPad (4th generation)  iPad mini 3  iPad mini with Retina display  iPad mini  iPod touch (5th generation) and iPod nano (7th generation) [Model No.: CB101] - 1 Year Warranty,Wireless,5,0,0,N,Y,Quality product  made to last,Just received my Skiva lightning cable and LOVE IT! It is made of a nice sturdy material  not the rubbery kind that usually falls apart quickly. It charged my phone quick and is a nice length. I don't have amazon prime and it was shipped extremely quickly. It even comes with a 1 year warranty.,2015-08-31
US,34550344,R2W9W6S62RTVVU,B00N1VDCGO,63008904,Anker Portable Multi-Angle Stand for Tablets  e-readers and Smartphones  Compatible with iPhone X/8/8 Plus/7/7 Plus  Samsung Galaxy S8/S7/Note 8  iPad Pro 9.7/10.5/Air/mini  Pixel 2 and More,Wireless,5,0,0,N,Y,The only thing is you need to push a button to move the leg to the desired position which is fine  but if you do not push the bu,Arrived very quickly.  Was exactly what I expected.  Works well.  The only thing is you need to push a button to move the leg to the desired position which is fine  but if you do not push the button you could break.  After knowing this it is very easy to set to desired angle.,2015-08-31
US,46138861,R2PBAAOBBKR3LU,B00Q2F5PQ6,849484335,E LV Galaxy Note 4 Case Holster Case Cover - Dual Layer Armor Defender Protective Case Cover with kickstand and Belt Swivel Clip for Samsung Galaxy Note 4 Case with 1 Stylus and 1 Screen Protector - BLACK,Wireless,2,0,0,N,Y,stylus doesn't fit in note 4,stylus  doesn't fit in note 4 opening,2015-08-31
US,51590360,RIHIN1AICZDRF,B00WFSFBKY,577691943,6ft Durable Hi-Speed Braided Flat Noodle Lightning USB SYNC Cable Charger Cord for iPhone 6 / iPhone 6 Plus / iPhone 5 / iPhone 5C / iPhone 5S (Latest IOS Supported) iPad 4 / iPad Mini / iPad Air / iPad Air 2 / iPod Touch 5th Gen / iPod Nano 7th Gen  - 3PK,Wireless,2,0,2,N,Y,Accessory not compatible,Works until the accessory is not accepted on the iphone. I got maybe a months worth of use out of these before the iphone started rejecting the plug.,2015-08-31
US,15270862,R3ULYY6J7F9MGM,B00TF9DQXK,328684576,Hi-mobiler High Speed 6.5ft/2M Tangle-Free Nylon Braided USB2.0 A Male to Micro B Cable with Aluminum Shell and Gold-Plated Connectors for Samsung LG HTC and Other Tablet Smartphone,Wireless,5,0,0,N,Y,It is a good build quality,Reviewing cables is silly. This does exactly what you'd expect. It is a good build quality  not flimsy.,2015-08-31
US,49301204,R3C67APFME2LKL,B00F3IY76M,328382273,Apple iPhone 5s,Wireless,1,0,0,N,Y,One Star,stolen phone,2015-08-31
US,19379070,R2UBH2O5OIILWC,B00ZGVKKV2,213600082,Samsung Galaxy S6 Active / G890 Case  INNOVAA Smart Grid Defender Armor Case W/ Free Screen Protector & Touch Screen Stylus Pen - Deer Hunting,Wireless,5,0,0,N,Y,Five Stars,Love it!,2015-08-31
US,127776,R3189UP9B32HT,B00W70I3S2,869403595,iPhone 5 Case  Design Case for Apple iPhone 5  5S case cover .Lightweight and Convenient  Reduce Fingerprint&Oil Stain HED566,Wireless,5,0,0,N,Y,Five Stars,good,2015-08-31
US,16788241,R23Y55PV5EU1BI,B00WNFBYW8,14680937,Inovat 3x USB Lightning Cable Data Sync Charger Cord for Apple iPhone 7 SE 6s plus  6s  6 plus  6  5s  5c  5  iPad Air  iPad Mini  iPod Touch (White),Wireless,1,0,0,N,Y,One Star,Did not charge!!,2015-08-31
US,12402742,R2O2O5KVKUF2GJ,B00Q3I690I,974085141,LilGadgets Connect+ Premium Volume Limited Wired Headphones with SharePort for Children / Kids,Wireless,5,0,0,N,Y,Great Buy,My son loves these  I was impressed with the quality and features. I have had no problems  but the customer support team still reaches out to make sure everyone is enjoying the product.,2015-08-31
US,128126,R20HR36YPMNB9L,B00VCP4K12,143202271,5S case Case for iPhone 5  iPhone 5 Case  iPhone 5 Hybrid Case  iPhone 5 hard case iPhone 5 Hybrid Case Case for iPhone 5  iPhone 5S Case 5s case cover iPhone 5 Hybrid Case iPhone 5 case iPhone 5 cases iPhone 5s case cover iphone 5s cases Leopardcases 3in1 hybrid case cover for iphone 5 5S 5G,Wireless,2,0,0,N,Y,Need to buy a new one that will last longer,I haven't even had it that long and the white paint is already chipping off the whole case.,2015-08-31
US,52348511,RIWA38ZFIPO86,B005ZOCRYS,718811273,Blue Parrot Xpress Headset - Retail Packaging - Black,Wireless,3,0,0,N,Y,Ear bud only,Returned it worked great but it showed an optional headset attachment which wasn't compatible with this model. I wanted the option to use this either way.,2015-08-31
US,12327720,R3VEYM3KPO9G9S,B00NGHM76O,441068748,iPhone 6S Plus / 6 Plus 5.5 Screen Protector - JOTO Premium Tempered Glass Screen Protector Guard for Apple iPhone 6S Plus / 6 Plus 5.5 inch (1 Pack),Wireless,5,0,0,N,Y,great,Great,2015-08-31
US,15822593,R3MMUKQIDU87T2,B00VWWN3YU,188580480,Leadtry® Water Proof 5000mah Solar Battery Panel Dual USB Port Rain-resistant  Dirtproof and Shockproof Portable Charger Backup External Battery Pack Power Bank Best Tool for Camping  Hiking  Traveling Suitable for Iphone 5s  5c  5  Iphone 4s  4 ipad Air  Mini (Apple Adapters Not Included) Samsung Galaxy S5  S4  S3  S2  Note 3  Note 2  HTC New One  M7  Android Smartphone and Tablets  Window Phone,Wireless,1,0,2,N,Y,no good,Did not work at all. I bought 2 of them. They did not hold a charge  and I had it in full sun. Don't buy this product. Not worth it.,2015-08-31
US,2110951,R1CQSM8KDW3M31,B00BJL133C,704817652,HTC One 32GB - Phone,Wireless,1,1,2,N,Y,This phone worked for 1 week fine and after that started to reboot itself and to ...,This phone worked for 1 week fine and after that started to reboot itself and to not recognize the sim card. DO NOT BUY IT FROM THIS COMPANY!!!!!!,2015-08-31
US,41648407,R2KL85BR9M8FL9,B00PF0HVEI,686116898,Alcatel One Touch Pop Icon / Alcatel One Touch Fierce 2 case  NageBee - Wallet Flip Case Pouch Cover Fold Stand case Premium Leather Wallet Flip Case for Alcatel One Touch Fierce 2 / Alcatel One Touch Pop Icon (Fold Wallet Pink),Wireless,5,0,0,N,Y,Five Stars,great item,2015-08-31
US,4899711,R17637G2U7QD3I,B00MG21KDG,201799684,LG G3 Case  LG G3 Cases- Compatible With Samsung LG G3 SIV S IV i9500 - Soft Shell Cover Skin Cases By Cable and Case,Wireless,1,0,0,N,Y,One Star,could not use has no grip constantly slipping out of my hand,2015-08-31
US,1297458,R2PHI3NVJAU2UU,B00YBZ3USY,52689768,Napoer Portable Rectangle Qi Enabled Wireless Charger Inductive Charging Pad Station for LG G4  Nexus 4 / 5 / 6 / 7 (2013)  Xperia Z4 / Z3V  Samsung Galaxy S6 / S6 Edge  Note 4  Lumia 920 / 930 and Other Qi Wireless Charging Enabled Smartphones,Wireless,3,0,0,N,Y,the high pitched noise is terrible \.,Does it work? yes. Is it spotty? not the biggest deal  BUT  it makes a horrific high pitched noise when plugged in.If you have good hearing I wouldn't buy unless you want headaches  if your hearing is spotty  go for gold.,2015-08-31
US,48718737,R3IEXIWV01VQT5,B00UH3L82Y,792159590,Armorsuit - Apple Watch Screen Protector (42mm Series 3 / 2 / 1 Compatible) MilitaryShield Full Coverage [2 Pack] Screen Protector For Apple Watch 42 mm - HD Clear,Wireless,3,0,0,N,Y,Three Stars,Works  but destroys the edges of the Face ArmorShield...,2015-08-31
US,39351241,R30I3LJIBK2Z9U,B001V8HS6E,324087197,Samsung Standard Battery for Samsung SCH-U410  SCH-U310 Knack  and SCH-U430 (Discontinued by Manufacturer),Wireless,5,0,0,N,Y,Five Stars,Great price and excellent service.,2015-08-31
US,34985475,RP9FU8TP6ELBM,B00UBM1SL2,2734566,Anker 6ft Nylon Braided USB Cable with Lightning Connector [Apple MFi Certified] for iPhone 6 / 6 Plus  iPad Air 2 and More (Silver),Wireless,5,0,0,N,Y,Anker is the only brand for my cable and battery needs!,The original broke after about a month. I emailed Anker and they sent out a brand new one no questions asked within two days of our conversation. This is why i love Anker and always stick with them!,2015-08-31
US,45601416,R1FMW6DDQWDOH0,B00JH83KC6,348762255,Spigen Slim Armor CS iPhone 6 Plus Case with Slim Dual Layer Wallet Design and Card Slot Holder for iPhone 6S Plus / iPhone 6 Plus,Wireless,5,0,0,N,Y,easy storage. Wish the front part of the case ...,Absolutely adore this case. Cute color  easy storage. Wish the front part of the case was white or same color blue though.,2015-08-31
US,6339817,R3VYGU6FI52GCF,B00X5P5E3K,203387888,Bluetooth Headset,Wireless,1,0,0,N,Y,cheaply made!,low quality earbuds! They do not stay in the ear! cheaply made!,2015-08-31
US,29404967,R34YWXMKL9IJE2,B00P8V5J4I,407553779,[3 Pack] iVoler [Tempered Glass] Screen Protector for Motorola Droid Turbo (Verizon)  [0.2mm Ultra Thin 9H Hardness 2.5D Round Edge] with Lifetime Replacement Warranty,Wireless,4,0,0,N,Y,Four Stars,held up to a few drops and scratches. cheaper to replace this then the whole screen.,2015-08-31
US,22102637,R11HPHLWU9J0AI,B00KIMX4EY,675723412,Mpow FM Transmitter  Wireless Bluetooth Radio Adapter & Hands-Free Car Kits with USB Car Charger for iPhone  Samsung and More,Wireless,5,0,0,N,Y,love this. life changing item,love this.  life changing item.  really cool and pretty sturdy.  A+,2015-08-31
US,230208,RO2NCTSD376KF,B00Q2TW95C,57946228,iFlash 24W / 2.4A + 2.4A (4.8A max) Portable Dual-Port USB Car Charger With Built-in Micro USB Cable Compatible for Samsung Galaxy S6 Plus / S6 Edge / S6 S5 S4 S3 S2 Note 5 4 3 2/ HTC One M9 M8 M7/ Moto X G E/ LG G4 G3 G2 and Extra USB Port for Apple iPhone 6S Plus / 6 Plus / 6S / 6 / 5S 5C 5 4S/ iPad Air Mini 2 3 4 and More (Apple Cable Not Included) - (White),Wireless,5,0,0,N,N,Portable  durable  handy,As a phone user  we all come across the issue of our phones dwindling battery life. On the go  it can be an immense problem if you come to the point of minimal battery life  and you don't have the tool to fix that  especially in emergency circumstances. Car chargers like this are of great help  because they allow you to secure your phone's battery life  while not taking up extensive amounts of space that could obstruct your tasks of shifting gears  etc. The product is very durable and well made  and it is not of cheap material. I highly recommend this for people who are on the go  but have important tasks to complete through phone usage.,2015-08-31
